0.036601,0.14879,0.18885,0.05492,0.1562,0.070908,-0.0044756,0.066785,-0.00717,0.18586
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
