0.61585,3.1599,-1.2701,5.1442,2.7502,-0.25249,-0.60165,0.54453,6.5145,0.60184,4.8503,2.0268,0.094497,-0.85748
1.9119,4.9622,-0.089908,4.4308,4.2935,2.7591,-1.0874,8.0646,11.989,0.032838,4.0325,5.2554,5.6401,-1.2695
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.2455,3.92,1.0539,2.6623,2.7327,1.1925,0.054885,8.4723,12.233,1.4021,4.2523,4.6423,5.6819,-0.30242
