0.91564,1.5933,0.67655,1.9503,0.22999,0.77927,0.52356,0.62686
0.8899,0.98099,0.76993,2.0119,0.26071,0.47277,0.40461,0.56056
-0.030523,0.1241,0.80033,0.9059,-0.32783,-0.20552,0.43194,0.40074
0.35317,1.0016,0.53567,0.8454,0.039031,0.3018,0.24669,0.25712
