0.61585,3.1599,-1.2701,5.1442,2.7502,-0.25249,-0.60165,0.54453,6.5145,0.60184,4.8503,2.0268,0.094497,-0.85748
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
