-0.057952,-1.1461,-1.2085,-1.2113,-1.1193,-0.25359,0.029612,-0.85558,-1.7024,-1.6134,-1.845,-1.4846,-0.29798,0.15926
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
